ID,State,Name,Latitude,Longitude
K79J,AL,|Andalusia, Andalusia-Opp Municipal Airport|,31.3,-86.3833
KANB,AL,Anniston Metro Airport,33.5904,-85.8479
KAUO,AL,Auburn-Opelika Airport,32.6167,-85.4333
KBFM,AL,|Mobile, Mobile Downtown Airport|,30.6139,-88.0633
KBHM,AL,|Birmingham, Birmingham International Airport|,33.5656,-86.745
KDCU,AL,|Decatur, Pryor Field|,34.6581,-86.9433
KDHN,AL,|Dothan, Dothan Regional Airport|,31.3214,-85.4497
KEET,AL,|Alabaster, Shelby County Airport|,33.1783,-86.7817
KGAD,AL,|Gadsden, Gadsden Municipal Airport|,33.9667,-86.0833
KGZH,AL,|Evergreen, Middleton Field|,31.4189,-87.0481
KHEY,AL,Hanchey AHP / Ozark,31.35,-85.6667
KHSV,AL,|Huntsville, Huntsville International / Jones Field|,34.6436,-86.7856
KLOR,AL,|Fort Rucker, Lowe Army Heliport|,31.3589,-85.7483
KMDQ,AL,|Huntsville, Madison County Executive Airport|,34.8614,-86.5572
KMGM,AL,|Montgomery, Dannelly Field|,32.3003,-86.4061
KMOB,AL,|Mobile, Mobile Regional Airport|,30.6883,-88.2456
KMSL,AL,|Muscle Shoals, North West Alabama Regional Airport|,34.7439,-87.5994
KMXF,AL,Maxwell Air Force Base / Montgomery,32.3833,-86.3667
KOZR,AL,Cairns Army Air Field / Ozark,31.2767,-85.711
KSXS,AL,SCHELL AHP,31.35,-85.85
KTCL,AL,Tuscaloosa Regional Airport,33.2122,-87.6155
KTOI,AL,|Troy, Troy Municipal Airport|,31.8606,-86.0122
KCMD,AL,Cullman Regional Folsom Field,34.2687,-86.858
K4A9,AL,|Fort Payne, Isbell Field Airport|,34.4736,-85.7214
KALX,AL,|Alexander City, Thomas C Russell Field Airport|,32.9147,-85.9628
KSEM,AL,Craig Field / Selma,32.35,-86.9833
K1M4,AL,|Haleyville, Posey Field Airport|,34.2803,-87.6003
K8A0,AL,|Albertville, Albertville Municipal Airport|,34.2289,-86.2556
K0J4,AL,|Florala, Florala Municipal Airport|,31.0425,-86.3117
KHUA,AL,Redstone Airfield,34.6786,-86.6847
KJKA,AL,Jack Edwards Airport,30.2896,-87.6718
KPRN,AL,Mac Crenshaw Memorial Airport,31.8457,-86.6107
KCQF,AL,Sonny Callahan Airport,30.461,-87.877
K4A6,AL,Scottsboro Municipal Airport,34.6887,-86.0059
KJFX,AL,Jasper Walker County Airport & Bevill Field,33.902,-87.3142
KDYA,AL,Demopolis Municipal Airport,32.4638,-87.9541
K1A9,AL,Prattville - Grouby Field,32.4387,-86.5127
KASN,AL,Talladega Municipal Airport,33.5695,-86.0512
KEDN,AL,Enterprise Municipal Airport,31.2982,-85.9048
KSCD,AL,Merkel Field Sylacauga Municipal Airport,33.1718,-86.3055
KA08,AL,Vaiden Fld Airport,32.5105,-87.3848
KPLR,AL,St Clair County Airport,33.5588,-86.2491
KEKY,AL,Bessemer Airport,33.3126,-86.9263
KARG,AR,Walnut Ridge Regional Airport,36.1256,-90.9215
KASG,AR,Springdale Municipal,36.1833,-94.1167
KBPK,AR,Baxter County Airport,36.3706,-92.4719
KBVX,AR,|Batesville, Batesville Regional Airport|,35.7333,-91.65
KBYH,AR,Eaker Air Force Base,35.9667,-89.95
KDEQ,AR,|De Queen, J Lynn Helms Sevier County Airport|,34.0469,-94.3994
KELD,AR,South Arkansas Regional Airport,33.2208,-92.814
KFLP,AR,|Flippin, Marion County Regional Airport|,36.3,-92.5833
KFSM,AR,Fort Smith Regional Airport,35.3335,-94.3652
KFYV,AR,|Fayetteville, Drake Field|,36.0103,-94.1678
KHKA,AR,|Blytheville, Blytheville Municipal Airport|,35.9389,-89.8325
KHOT,AR,|Hot Springs, Memorial Field Airport|,34.4781,-93.0961
KHRO,AR,|Harrison, Boone County Airport|,36.2617,-93.1547
KJBR,AR,|Jonesboro, Jonesboro Municipal Airport|,35.8372,-90.6431
KLIT,AR,|Little Rock, Adams Field|,34.7267,-92.2361
KLLQ,AR,|Monticello, Monticello Municipal Airport/Ellis Field|,33.6383,-91.7511
KLRF,AR,Little Rock Air Force Base,34.9167,-92.15
KMWT,AR,Mount Ida,34.55,-93.5833
KPBF,AR,|Pine Bluff, Grider Field Airport|,34.175,-91.9347
KROG,AR,Rogers - Rogers Executive Airport - Carter Field,36.3667,-94.1
KRUE,AR,Russelville Municipal Airport,35.2574,-93.0949
KSGT,AR,|Stuttgart, Stuttgart Municipal Airport|,34.6,-91.5667
KSLG,AR,|Siloam Springs, Smith Field Airport|,36.2,-94.4833
KSRC,AR,Searcy Municipal Airport,35.2135,-91.7393
KTXK,AR,|Texarkana, Texarkana Regional-Webb Field|,33.4561,-93.9875
KVBT,AR,|Bentonville, Bentonville Municipal Airport/Louise M Thaden Field|,36.35,-94.2167
KXNA,AR,Northwest Arkansas Regional Airport,36.2898,-94.3114
KMEZ,AR,|Mena, Mena Intermountain Municipal Airport|,34.5453,-94.2025
KM19,AR,|Newport, Newport Municipal Airport|,35.6375,-91.1761
KCCA,AR,Clinton Memorial Airfield,35.598,-92.4516
K4M9,AR,Corning Municipal Airport,36.404,-90.648
KADF,AR,Dexter B Florence Memorial Field,34.0998,-93.0661
KCXW,AR,Conway - Cantrell Feild,35.0199,-92.5551
KCGZ,AZ,|Casa Grande, Casa Grande Municipal Airport|,32.95,-111.767
KDMA,AZ,Davis-Monthan Air Force Base,32.1667,-110.883
KDUG,AZ,Bisbee Douglas International Airport,31.4584,-109.607
KDVT,AZ,|Phoenix, Phoenix-Deer Valley Municipal Airport|,33.6903,-112.066
KFFZ,AZ,Mesa / Falcon Field,33.4667,-111.733
KFHU,AZ,|Fort Huachuca, Libby AAF Ft Huachuca|,31.5833,-110.333
